Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description
CBP,70B02C22C00000016,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",15671397.08,2025-08-05,P00027,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,OPERATION AND MAINTENANCE SERVICE
CBP,70B04C24F00000739,"LEIDOS, INC.",15556199.22,2025-05-15,P00004,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,"FUNDING SPRINTS IN MODULE 5 AND ESTABLISH OPTIONAL LABOR MODULE 6. ALLOWS FOR CONTINUED TPVS APPLICATION SERVICES DELIVER AND SUSTAIN TECHNOLOGY SOLUTIONS TO PREVENT TERRORISM, SAFEGUARD AND EXPEDITE LEGITIMATE TRAVEL INTO AND OUT OF USA."
CBP,70B04C20F00001357,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",15388876.33,2025-09-24,P00021,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,SURGE
CBP,70B04C25F00000836,CARAHSOFT TECHNOLOGY CORP,14585035.2,2025-09-02,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),ELECTRONIC COMPUTER MANUFACTURING,EXADATA
CBP,70B04C22F00000132,"AT&T ENTERPRISES, LLC",13945786.45,2025-04-18,P00010,"IT AND TELECOM - PLATFORM PRODUCTS: DATABASE, MAINFRAME, MIDDLEWARE (HW, PERPETUAL LICENSE SOFTWARE)",WIRED TELECOMMUNICATIONS CARRIERS,OPTION EXERCISE
CBP,70B02C20C00000024,NORTHROP GRUMMAN SYSTEMS CORPORATION,13943724.69,2025-09-04,P00042,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,AIRCRAFT MANUFACTURING,P-3 AIRCRAFT MAINTENANCE AND LOGISTICAL SERVICES
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",13796232.24,2025-01-22,P00061,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - ISSUANCE OF OPTION YEAR INCREMENTAL FUNDS AND CBA REVISIONS.
CBP,70B06C25F00000176,CAPITAL CENTER FOR CREDIBILITY ASSESSMENT CORPORATION,13772772.3,2025-09-08,P00004,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MODIFICATION P00004 RESTRUCTURES AND EXERCISES OPTION PERIOD 2, EXERCISES THE SURGE CLIN FOR ADDITIONAL POLYGRAPH EXAM SERVICES, ADDS FUNDING, AND INCREASES THE TASK ORDER CEILING."
CBP,70B03C24F00000046,LOYAL SOURCE GOVERNMENT SERVICES LLC,13600067.36,2024-11-08,P00012,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,"MODIFICATION P00012 ADDS FUNDS ($13,600,067.36) TO OPTION 11 FOR REMAINDER OF POP: NOV 11, 2024 TO NOV 29, 2024."
CBP,70B04C23F00000074,ACCENTURE FEDERAL SERVICES LLC,13570586.24,2025-05-19,P00026,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,HYBRID INFRASTRUCTURE ENGINEERING AND OPERATIONS (HIEOPS).
CBP,70B02C22C00000016,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",13554549.06,2025-08-21,P00028,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,OPERATION AND MAINTENANCE SERVICE
CBP,70B06C25F00000764,"MARCOM GROUP, INC",13290792.52,2025-09-30,P00002,SUPPORT- MANAGEMENT: ADVERTISING,PUBLIC RELATIONS AGENCIES,MOD P00002 EXERCISES THE OPTION SURGE LINE ITEM UNDER FAR 52.217-7 FOR MARKETING AND ADVERTISING SERVICES IN SUPPORT OF RECRUITING LAW ENFORCEMENT OFFICER APPLICANTS.
CBP,70B04C23F00000074,ACCENTURE FEDERAL SERVICES LLC,13280305.78,2024-11-27,P00023,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,DATA CENTER SUPPORT SERVICES
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",13181049.0,2024-12-20,P00060,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - ISSUANCE OF OPTION YEAR INCREMENTAL FUNDS AND REVISIONS TO THE STATEMENT OF WORK
CBP,70B04C23F00000074,ACCENTURE FEDERAL SERVICES LLC,13000646.57,2025-07-21,P00027,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,HYBRID INFRASTRUCTURE ENGINEERING AND OPERATIONS (HIEOPS)
CBP,70B03C22F00000336,"RANGER LAND SYSTEMS, INC.",13000000.0,2025-01-24,P00027,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,USBP PROCESSORS
CBP,70B01C24F00000529,DEPLOYED RESOURCES LLC,12892629.66,2025-01-17,P00005,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION
CBP,70B04C25F00000086,DEV TECHNOLOGY GROUP INC,12832045.75,2025-03-27,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,CUSTOM COMPUTER PROGRAMMING SERVICES,FUND ACE & ATAP OPERATION AND MAINTENANCE AS WELL AS ACE & ATAP DEVELOPMENT REQUIREMENTS IN SUPPORT OF THE CARGO SYSTEMS PROGRAM DIRECTORATE.
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",12711673.07,2025-09-04,P00068,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,"AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - ISSUANCE OF OPTION YEAR INCREMENTAL FUNDS, REVISION TO THE STATEMENT OF WORK"
CBP,70B06C25F00000756,"FAMILY ENDEAVORS, INC.",12590763.56,2025-09-29,0,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),OTHER INDIVIDUAL AND FAMILY SERVICES,HOLISTIC HEALTH SUPPORT CENTERS
CBP,70B02C23C00000053,AVANTUS FEDERAL LLC,12498948.76,2025-01-31,P00022,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,OBLIGATING FUNDS AND ADMINISTRATIVE CORRECTIONS
CBP,70B04C20F00001314,UNISSANT INC.,12440648.04,2025-09-26,P00021,"IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING",COMPUTER SYSTEMS DESIGN SERVICES,SURGE
CBP,70B06C24F00000832,"MARCOM GROUP, INC",12304061.0,2025-06-03,P00002,SUPPORT- MANAGEMENT: ADVERTISING,PUBLIC RELATIONS AGENCIES,THIS MODIFICATION EXERCISES AND INCREASES THE OPTION SURGE LINE ITEM AND ADDS FUNDING FOR MARKETING AND ADVERTISING RECRUITMENT SERVICES TO SUPPORT HIRING OF LAW ENFORCEMENT PERSONNEL.
CBP,70B01C25F00000328,FISHER SAND & GRAVEL CO,12275000.0,2025-08-26,P00001,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"EXERCISING OPTION LINE ITEMS 1049 THRU 1051 TO ALLOW THE PAINTING OF THE VERTICAL BARRIER IN TUCSON, AZ."
CBP,70B01C25F00000328,FISHER SAND & GRAVEL CO,12262000.0,2025-09-18,P00002,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,EXERCISE PAINTING OPTIONAL LINES.
CBP,70B03C24F00000046,LOYAL SOURCE GOVERNMENT SERVICES LLC,12227726.39,2025-02-28,P00016,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SERVICES FOR ALIENS - EXERCISE OPTION 15.
CBP,70B04C24C00000103,SMITHS DETECTION INC.,12219411.9,2025-05-21,P00001,"IT AND TELECOM - END USER: HELP DESK; TIER 1-2, WORKSPACE, PRINT, OUTPUT, PRODUCTIVITY TOOLS (LABOR)",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,NETWORK MANAGEMENT SUPPORT SERVICE FOR MAINTENANCE AND TECHNOLOGY SUPPORT SERVICES FOR SPECIFIC LARGE AND SMALL SCALE NONINTRUSIVE INSPECTION HANDHELD NII CHEMICAL IDENTIFICATION EQUIPMENT AND RADIATION DETECTION EQUIPMENT
CBP,70B03C25F00000633,LOYAL SOURCE GOVERNMENT SERVICES LLC,12200757.46,2025-09-26,0,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SERVICES FOR MIGRANTS
CBP,70B06C25F00000473,THE KINETIC GROUP SALES LLC,12096466.8,2025-09-10,0,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,BULK 9MM AMMUNITION ORDER
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",12053458.76,2025-02-19,P00062,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - ISSUANCE OF OPTION YEAR INCREMENTAL FUNDS AND AUTORIZATION OF INCENTIVE FEE PAYMENT.
CBP,70B04C22F00000617,"THUNDERCAT TECHNOLOGY, LLC",12009468.77,2025-07-30,P00005,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,EXERCISE OPTION PERIOD 3
CBP,70B01C25F00000105,DEPLOYED RESOURCES LLC,11885376.0,2025-02-07,0,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","CONTRACT FOR SOFT-SIDE FACILITIES AND SUPPORT SERVICES AT THE FACILITY IN YUMA, AZ."
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",11854872.0,2025-01-29,P00076,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,CBP AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT -INCREMENTAL FUNDING FOR OPTION YEAR 4
CBP,70B02C22C00000016,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",11851000.0,2025-05-06,P00026,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,OPERATION AND MAINTENANCE SERVICE
CBP,70B06C25F00000624,"ELDER RESEARCH, INC.",11478922.0,2025-08-28,0,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,OTHER COMPUTER RELATED SERVICES,DATA SCIENTIST SUPPORT SERVICES FOR THE ADVANCED TRADE ANALYTICS PLATFORM.
CBP,70B04C24F00000542,"SNAP, INC",11436251.36,2025-08-28,P00003,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,FUNDING MOD
CBP,70B01C24F00000354,DEPLOYED RESOURCES LLC,11031640.23,2025-01-08,P00011,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTIONAL 30-DAY PERIOD THROUGH 02/05/2025
CBP,70B01C24F00000354,DEPLOYED RESOURCES LLC,10821313.1,2024-12-10,P00008,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTIONAL PERIOD, MOVE 250 CAPACITY TO OPERATIONAL STATUS"
CBP,70B03C24F00000046,LOYAL SOURCE GOVERNMENT SERVICES LLC,10776773.16,2025-04-01,P00017,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,"MEDICAL STAFFING SERVICES FOR MIGRANTS ALONG THE SOUTHWEST BORDER, FLORIDA AND REST OF UNITED STATES."
CBP,70B01C23F00000067,DEPLOYED RESOURCES LLC,10707434.7,2025-02-14,P00045,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",OPTION EXERCISE AND PANIC BUTTONS.
CBP,70B01C23F00000067,DEPLOYED RESOURCES LLC,10699734.7,2025-01-17,P00043,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIOD
CBP,70B04C25F00000086,DEV TECHNOLOGY GROUP INC,10631485.7,2025-02-03,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,CUSTOM COMPUTER PROGRAMMING SERVICES,"INTERIM BRIDGE TASK ORDER AWARD FOR APPLICATION DEVELOPMENT, OPERATION AND MAINTENANCE SUPPORT SERVICES IN SUPPORT OF THE CARGO SERVICES PROGRAM DIRECTORATE FOR ACE AND ATAP PLATFORMS."
CBP,70B04C25F00000223,BOOZ ALLEN HAMILTON INC,10516835.54,2025-08-14,P00005,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",FULLY FUND OPTION PERIOD 1 - AWS INFRASTRUCTURE AND MANAGEMENT PROFESSIONAL SERVICES
CBP,70B04C23F00000074,ACCENTURE FEDERAL SERVICES LLC,10379772.44,2025-03-21,P00025,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,DCSS - FULLY FUND OPTION PERIOD 7 AND INCREMENTALLY FUND OPTION PERIOD 8. ORDER NAME IS NOW HYBRID INFRASTRUCTURE ENGINEERING AND OPERATIONS (HIEOPS)
CBP,70B02C20C00000024,NORTHROP GRUMMAN SYSTEMS CORPORATION,10261833.55,2025-07-02,P00041,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,AIRCRAFT MANUFACTURING,P-3 AIRCRAFT MAINTENANCE SERVICES - INCREMENTAL FUNDING THROUGH 09.30.2025
CBP,70B01C24F00000354,DEPLOYED RESOURCES LLC,10235951.4,2025-02-11,P00012,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTIONAL PERIOD.
CBP,70B02C25F00001206,"ACG SYSTEMS, INC.",10174111.31,2025-09-29,0,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,AWARD
CBP,70B02C23C00000053,AVANTUS FEDERAL LLC,10126451.67,2025-09-26,P00033,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,EXERCISE OPTION PERIOD 2
CBP,70B03C21F00001090,ASTROPHYSICS INC,10103400.0,2025-09-18,P00010,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,IRRADIATION APPARATUS MANUFACTURING,LOW ENERGY PORTAL SCANNERS
CBP,70B06C24F00000437,"CACI, INC. - FEDERAL",10086966.76,2025-09-25,P00007,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,EXERCISE 52.217-8 EXTEND SERVICES FROM 9/30/2025 TO 1/31/2026
CBP,70B04C25F00000086,DEV TECHNOLOGY GROUP INC,10070630.26,2025-05-09,P00002,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,CUSTOM COMPUTER PROGRAMMING SERVICES,FUNDING MODIFICATION
CBP,70B02C24F00000784,CHARTIS CONSULTING CORPORATION,9985440.9,2025-09-22,P00004,FIBER OPTIC CABLES,ENGINEERING SERVICES,"THE PURPOSE OF THIS MODIFICATION IS TO ADD CLINS 0013 (SITE SURVEY) AND 0014 (FIBER OPTIC CABLE SITE INSTALLATION / INCLUDING FIBER OPTIC CABLE) FOR $9,985,440.90 TO ALLOW FOR ADDITIONAL FOCI REQUIREMENT COSTS."
CBP,70B06C25F00000825,THE KINETIC GROUP SALES LLC,9922623.96,2025-09-11,0,"AMMUNITION, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",5.56 DUTY AMMUNITION FOR CUSTOMS AND BORDER PROTECTION
CBP,70B03C24F00000532,ISS ACTION INC,9890766.41,2025-04-15,P00007,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,SECURITY GUARDS AND PATROL SERVICES,EXTENSION OF ORDER TILL 8/13
CBP,70B04C25F00000409,"AGILE DEFENSE, LLC",9803579.81,2025-09-26,P00001,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,COMPUTER SYSTEMS DESIGN SERVICES,CHANGE ORDER
CBP,70B04C23F00000442,GREENBRIER GOVERNMENT SOLUTIONS INC,9729900.75,2025-07-31,P00007,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),ELECTRONIC COMPUTER MANUFACTURING,CISCO SMARTNET MAINTENANCE SUPPORT SERVICES THE SERVICE IS TO PROVIDE RENEWAL AND SERVICE CONTINUATION OF PREVIOUSLY PURCHASED CISCO NETWORK SWITCHES ROUTERS AND COMMUNICATIONS PRODUCTS ARE INSTALLED REQUIRING CISCO SOFTWARE LICENSES
CBP,70B02C25F00001140,TRIBALCO LLC,9718447.52,2025-09-29,0,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,"PURCHASE OF 1,192 P25 PORTABLE LAND MOBILE RADIOS WITH OPTION TO PURCHASE MORE."
CBP,70B04C25F00000086,DEV TECHNOLOGY GROUP INC,9710376.71,2025-07-15,P00003,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,CUSTOM COMPUTER PROGRAMMING SERVICES,INCREMENTAL FUNDING MODIFICATION
CBP,70B03C24F00000046,LOYAL SOURCE GOVERNMENT SERVICES LLC,9672288.44,2025-09-29,P00022,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MOD P00022 TO FULLY FUND THE TASK ORDER.
CBP,70B04C23F00000074,ACCENTURE FEDERAL SERVICES LLC,9532689.35,2025-01-30,P00024,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,DATA CENTER SUPPORT SERVICES
CBP,70B04C23F00001108,"LEIDOS, INC.",9483923.35,2025-05-28,P00007,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,THE MODIFICATION IS TO EXTEND THE CURRENT TASK ORDER BY 3 MONTHS AND PROVIDE FUNDING FOR THE OPTION PERIOD.
CBP,70B01C24F00000529,DEPLOYED RESOURCES LLC,9462732.92,2025-02-14,P00006,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIOD
CBP,70B03C24F00001029,FISHER SAND & GRAVEL CO,9438000.0,2025-04-14,P00003,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"ADD DRAINAGE AND EROSION CONTROL REQUIREMENTS (TO INCLUDE DESIGN) FOR BORDER INFRASTRUCTURE, YUM 10-27 SECTION, YUMA AZ."
CBP,70B02C24F00000937,CONSTELLATION INC,9421238.15,2025-09-16,P00010,SUPPORT- PROFESSIONAL: OTHER,ENGINEERING SERVICES,EXERCISING OPTION PERIOD AND OBLIGATING FUNDS
CBP,70B03C24F00000046,LOYAL SOURCE GOVERNMENT SERVICES LLC,9419505.41,2025-05-07,P00018,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SCREENING SERVICES FOR ALIENS - EXERCISE OPTION 17.
CBP,70B04C25F00000248,"EMERGENT, LLC",9367320.81,2025-04-03,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SERVICERS
CBP,70B03C20F00000451,"LEIDOS, INC.",9286990.0,2025-03-31,P00013,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,IRRADIATION APPARATUS MANUFACTURING,"THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING IN THE AMOUNT OF $9,286,990 FOR HE RAIL INSTALLATION AND CIVIL WORKS AT EAGLE PASS LOCATION."
CBP,70B04C23F00000771,"THUNDERCAT TECHNOLOGY, LLC",9278754.95,2025-08-06,P00003,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SERVICE NOW SOFTWARE LICENSES AND MAINTENANCE
CBP,70B01C23F00001236,"SLSCO, LTD.",9236403.24,2025-03-04,P00004,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,BOLLARD WALL MODIFICATION - CONSTRUCTION
CBP,70B03C25F00001202,DELOITTE CONSULTING LLP,9229818.84,2025-09-29,0,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE","PORT ENFORCEMENT OPERATIONS FOR CARGO SECURITY, PASSENGER ADMISSIBILITY, AGRICULTURE AND BIOTHREATS, SCREENING & VETTING"
CBP,70B04C24F00000413,"FOUR POINTS TECHNOLOGY, L.L.C.",9158496.18,2025-05-06,P00010,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,EXERCISE 52.217-7 TO ADD LINES 1440-1470 AGAINST CLIN 1002 - AMAZON WEB SERVICES (AWS)
CBP,70B03C24F00001029,FISHER SAND & GRAVEL CO,9150000.0,2025-02-24,P00002,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,EXERCISE OPTIONAL WORK.
CBP,70B01C24F00000659,TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,9128436.23,2025-09-02,P00005,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,ALL OTHER SPECIALTY TRADE CONTRACTORS,MODIFICATION TO FUND THE REST OF OPTION PERIOD 4 UNSCHEDULED MAINTENANCE.
CBP,70B02C23C00000053,AVANTUS FEDERAL LLC,9001966.83,2024-12-09,P00021,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,P00021-INCREMENTAL FUNDING FOR TARS AND TAS OY 1 AND TARS WAREHOUSE MOVE.
CBP,70B04C23F00000074,ACCENTURE FEDERAL SERVICES LLC,8940969.03,2025-09-10,P00029,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,HEIOPS DATA CENTER SUPPORT SERVICES
CBP,70B02C25F00000140,"SYSTEMS PLANNING AND ANALYSIS, INC.",8847154.68,2025-09-24,P00006,SUPPORT- PROFESSIONAL: OTHER,ENGINEERING SERVICES,FUNDING THE BASE PERIOD AND ADDITIONAL SUPPORT
CBP,70B02C21C00000017,GLOBAL MARITEK SYSTEMS INC,8640282.2,2025-04-02,P00034,MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,SHIP BUILDING AND REPAIRING,OPERATION AND MAINTENANCE SERVICE
CBP,70B06C25F00000781,"FEEA CHILDCARE SERVICES, INC.",8604085.05,2025-09-19,0,SUPPORT- ADMINISTRATIVE: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EXERCISE OF OPTION YEAR TWO (2) FOR CHILDCARE SUBSIDY PROGRAM (CCSP) ADMINISTRATIVE SERVICES IN SUPPORT OF ENTERPRISE SERVICES.
CBP,70B02C22C00000016,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",8507347.36,2025-01-31,P00022,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,OPERATION AND MAINTENANCE SERVICE
CBP,70B01C24F00000737,DEPLOYED RESOURCES LLC,8465443.2,2025-01-07,P00003,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON SOFT SIDE FACILITY OPTION 2
CBP,70B01C24F00000737,DEPLOYED RESOURCES LLC,8462232.0,2024-12-06,P00002,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON SOFT SIDE FACILITY OPTION
CBP,70B03C21C00000052,"J.P. INDUSTRIES, INC.",8438181.67,2025-08-22,P00019,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,MODIFICATION TO FUND OPTION YEAR
CBP,70B01C23F00000312,DEPLOYED RESOURCES LLC,8432962.0,2025-01-05,P00017,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTIONAL PERIOD OF PERFORMANCE
